测试程序的测试结果通常应该是这样的：

=== Test u8 ===
0, false, -1
1, true, 0
2, true, 1
3, false, -1
4, true, 2
5, false, -1
6, false, -1
7, false, -1
8, true, 3
9, false, -1
15, false, -1
16, true, 4
17, false, -1
31, false, -1
32, true, 5
33, false, -1
63, false, -1
64, true, 6
65, false, -1
127, false, -1
128, true, 7
129, false, -1

=== Test u16 ===
0, false, -1
1, true, 0
2, true, 1
3, false, -1
4, true, 2
5, false, -1
6, false, -1
7, false, -1
8, true, 3
9, false, -1
15, false, -1
16, true, 4
17, false, -1
31, false, -1
32, true, 5
33, false, -1
63, false, -1
64, true, 6
65, false, -1
127, false, -1
128, true, 7
129, false, -1
255, false, -1
256, true, 8
257, false, -1
511, false, -1
512, true, 9
513, false, -1
1023, false, -1
1024, true, 10
1025, false, -1
2047, false, -1
2048, true, 11
2049, false, -1
4095, false, -1
4096, true, 12
4097, false, -1
8191, false, -1
8192, true, 13
8193, false, -1
16383, false, -1
16384, true, 14
16385, false, -1
32767, false, -1
32768, true, 15
32769, false, -1

=== Test u32 ===
0, false, -1
1, true, 0
2, true, 1
3, false, -1
4, true, 2
5, false, -1
6, false, -1
7, false, -1
8, true, 3
9, false, -1
15, false, -1
16, true, 4
17, false, -1
31, false, -1
32, true, 5
33, false, -1
63, false, -1
64, true, 6
65, false, -1
127, false, -1
128, true, 7
129, false, -1
255, false, -1
256, true, 8
257, false, -1
511, false, -1
512, true, 9
513, false, -1
1023, false, -1
1024, true, 10
1025, false, -1
2047, false, -1
2048, true, 11
2049, false, -1
4095, false, -1
4096, true, 12
4097, false, -1
8191, false, -1
8192, true, 13
8193, false, -1
16383, false, -1
16384, true, 14
16385, false, -1
32767, false, -1
32768, true, 15
32769, false, -1
65535, false, -1
65536, true, 16
65537, false, -1
131071, false, -1
131072, true, 17
131073, false, -1
262143, false, -1
262144, true, 18
262145, false, -1
524287, false, -1
524288, true, 19
524289, false, -1
1048575, false, -1
1048576, true, 20
1048577, false, -1
2097151, false, -1
2097152, true, 21
2097153, false, -1
